平台,日期,评价时间,门店,城市,总体评分,口味评分,包装评分,配送评分,配送满意度,评价内容,回复,点赞,点踩,申诉,关键词,商品明细
美团,2026-07-14,2026-07-14T22:37:05,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,很好吃，很够味,有人说，寻找美食就像寻找知己。感谢您在万千店铺中选择了我们，并给了我们好评。愿未来的日子里，我们的美食能常伴您的左右,nan,nan,nan,nan,"招牌手撕酱鸭(10个吃过，7个回头）-带骨(中份(约138克),酱辣),单价38.8*数量1"
美团,2026-07-14,2026-07-14T22:16:45,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,nan,爱你不是两三天，每天都会想念你的好评。,nan,nan,nan,nan,"招牌卤凤爪（不辣）(中份（约240克）,切),单价48.8*数量1"
美团,2026-07-14,2026-07-14T17:39:13,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,酱板鸭味道很不错，叫第二次了，辣辣的很符合个人口味，下次继续光顾,愿我们的美食能成为你生活中的小确幸。,nan,nan,nan,nan,"招牌酱板鸭（约半只-140g）【爆品经常点】(1人份,香辣,切),单价36.9*数量1"
美团,2026-07-14,2026-07-14T10:59:56,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,“荤素搭配”“味道不错”还可以，味道不错，挺好吃的，会比较辣一点，下次还会买,一流的食材创造出一流的美味!无论天气多么恶劣、距离多么遥远，我们都会把热气腾腾的餐品送到您的手中，您的评价是对我们最大的鼓励!,nan,nan,nan,nan,"素菜双拼【特价】小份150g/大份240g(小份-约150克,莲藕,毛豆),单价8.9*数量1/招牌手撕酱鸭(10个吃过，7个回头）-带骨(小份（约100g）,酱辣),单价27.8*数量1"
美团,2026-07-14,2026-07-14T02:25:16,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,够辣够味  吃起来很爽,你的一句“好吃”，胜过千言万语。,nan,nan,nan,nan,"招牌手撕酱鸭(10个吃过，7个回头）-带骨(小份（约100g）,酱辣),单价26.9*数量1/香卤鸭肠（微辣）(特小份尝鲜60g拼盒),单价14.9*数量1"
美团,2026-07-14,2026-07-14T01:46:34,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,#香卤鸭翅中（麻辣带点甜哦）# #素菜三拼套餐【特价】-（合计约210g）# #招牌酱香辣鸭脖（有点干有嚼劲带芝麻）# #素菜双拼【特价】小份150g/大份240g# #温馨提示-产品如需加热，请点此?#都挺不错，最喜欢莲藕和鱼豆腐,你一定是天使派来的，给了我们这么高的评价。,nan,nan,nan,nan,"香卤鸭翅中（麻辣带点甜哦）(小份（约120克）),单价15.9*数量1/招牌酱香辣鸭脖（有点干有嚼劲带芝麻）(特小份尝鲜约100g),单价14.8*数量1/素菜三拼套餐【特价】-（合计约210g）(1人份),单价14.9*数量1/温馨提示-产品如需加热，请点此?(1人份),单价0.0*数量1/素菜双拼【特价】小份150g/大份240g(小份-约150克,莲藕,面筋),单价8.9*数量1"
美团,2026-07-13,2026-07-13T23:40:52,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,nan,开店这么久，最开心的就是看到顾客说“好吃”。您的肯定让我们觉得所有的早起和忙碌都是值得的。感谢您的选择，我们承诺会一直保持食材的新鲜和口味的稳定，期待您下次再来品尝。,nan,nan,nan,nan,"?招牌-香卤鸭脖?/个{口味三选一}(1个,不辣),单价0.01*数量1/?招牌-香卤鸭脖?/个{口味三选一}(1个,不辣),单价2.19*数量21"
美团,2026-07-13,2026-07-13T22:26:43,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,1.0,不满意,"加入回购清单, 这家店的外卖包装干净卫生, 餐品物有所值，很划算",恭喜这位网友获得“本店首席鉴赏家”称号！,nan,nan,nan,nan,nan
美团,2026-07-13,2026-07-13T21:23:23,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,餐品包装严密完好，实物跟商家描述一致，所见即所得，菜品食材新鲜又卫生，这家店的外卖包装干净卫生，,你的支持，让我们的付出变得更有意义。,nan,nan,nan,nan,"招牌酱板鸭（约半只-140g）【爆品经常点】(1人份,香辣,切),单价36.9*数量1/香卤鸭翅中（微辣）(小份（约120克）),单价15.9*数量1"
美团,2026-07-13,2026-07-13T18:19:43,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,好吃，赞，这家店自己已经回购很多次了，包括周围的朋友都被自己疯狂安利，他们也说味道不错，一来是食物好吃，而且? 食材新鲜，而且分量也够吃。?,好评，是世界上最动听的语言。,nan,nan,nan,nan,"香辣莲藕-新藕偏嫩(小份-130g,微辣),单价8.8*数量1/卤鸭脖（微辣）(特小份尝鲜约100g),单价13.9*数量1/招牌酱香辣鸭脖（有点干有嚼劲带芝麻）(特小份尝鲜约100g),单价13.8*数量1"
美团,2026-07-12,2026-07-12T21:59:40,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,nan,愿你每天都有一份好胃口。,nan,nan,nan,nan,"招牌手撕酱鸭(10个吃过，7个回头）-带骨(小份（约100g）,不辣),单价26.9*数量1/香辣莲藕-新藕偏嫩(小份-130g,微辣),单价8.8*数量1"
美团,2026-07-12,2026-07-12T15:56:38,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,#哼哈二将(2个鸡爪+2个鸭中翅) 1人份# #素菜三拼套餐【特价】-（合计约210g） 1人份# #招牌卤鸭掌（微辣） 特小份尝鲜2个-拼盒# #香卤鸡爪（微辣） 特小份尝鲜2个-拼盒 切#很好吃，辣度刚刚好。,好评，犹如春风拂面，舒服！,nan,nan,nan,nan,"招牌卤鸭掌（微辣）(特小份尝鲜2个-拼盒),单价13.9*数量1/香辣卤鸭头(1个,切),单价10.99*数量1/素菜三拼套餐【特价】-（合计约210g）(1人份),单价14.9*数量1/香卤鸭头（麻辣带点甜哦）(1个,切),单价10.99*数量1/香卤鸡爪（微辣）(特小份尝鲜2个-拼盒,切),单价12.8*数量1/香卤鸭翅中（微辣）(特小份尝鲜2个拼盒),单价8.9*数量1/哼哈二将(2个鸡爪+2个鸭中翅)(1人份),单价19.9*数量1"
美团,2026-07-21,2026-07-21T23:23:28,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,餐品分量非常扎实，餐品包装严密完好，实物跟商家描述一致，所见即所得，加入回购清单，,生活需要一点甜，比如你的好评，比如我们的菜。,nan,nan,nan,nan,"半斤大米饭-250g（单点不送）(250克),单价4.99*数量1/招牌手撕酱鸭(10个吃过，7个回头）-带骨(小份（约100g）,酱辣),单价27.8*数量1/素菜三拼套餐【特价】-（合计约210g）(1人份),单价14.9*数量1"
美团,2026-07-21,2026-07-21T22:54:59,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,好香 好喜欢 美味哦,喜欢您来，喜欢您再来~~,nan,nan,nan,nan,"香卤鸭翅中（微辣）(特小份尝鲜2个拼盒),单价7.9*数量1/招牌手撕酱鸭(10个吃过，7个回头）-带骨(小份（约100g）,酱辣),单价27.8*数量1"
美团,2026-07-21,2026-07-21T22:10:53,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,餐品包装严密完好，加入回购清单，实物跟商家描述一致，所见即所得，菜品食材新鲜又卫生，,好评，是世界上最动听的语言。,nan,nan,nan,nan,"素菜三拼套餐【特价】-（合计约210g）(1人份),单价14.5*数量1/招牌卤鸭掌（微辣）(小份（约4只）),单价25.8*数量1"
美团,2026-07-20,2026-07-20T21:38:37,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,手撕酱鸭和毛豆都很不错，份量也蛮足的，出品稳定，下次还会再买,你的一句“好吃”，胜过千言万语。,nan,nan,nan,nan,"香辣卤毛豆(中份（约200克）,微辣),单价13.8*数量1/招牌手撕酱鸭(10个吃过，7个回头）-带骨(大份（约168g）,酱辣),单价48.8*数量1"
美团,2026-07-20,2026-07-20T20:58:48,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,#招牌手撕酱鸭(10个吃过，7个回头）-带骨# #香卤鸭中翅（不辣）# ,幸福就是，美食来了，好评也来了。,nan,nan,nan,nan,"招牌手撕酱鸭(10个吃过，7个回头）-带骨(中份(约138克),不辣),单价38.8*数量1/香卤鸭中翅（不辣）(特小份尝鲜2个拼盒),单价7.9*数量1"
美团,2026-07-20,2026-07-20T18:55:57,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,可以的可以的可以的可以的可以的可以的可以的可以的可以的。。。。,谢谢亲，我们的质量和服务一直都不会让亲失望的，非常感谢！,招牌酱板鸭（约一只-280g）【爆品经常点】,nan,nan,nan,"招牌酱板鸭（约一只-280g）【爆品经常点】(280克,香辣,不切),单价73.9*数量1"
美团,2026-07-20,2026-07-20T16:37:31,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,餐品分量非常扎实，餐品包装严密完好，餐品物有所值，很划算，菜品食材新鲜又卫生，好吃,哎呀嘛，今天收到好评，老板大大开心给我们加鸡腿啦，多给好评哦，我们的鸡腿就全靠你们啦！,nan,nan,nan,nan,"香辣卤毛豆(特小份尝鲜100克,微辣),单价6.9*数量1/香辣卤毛豆(中份（约200克）,微辣),单价13.8*数量1"
美团,2026-07-20,2026-07-20T00:58:56,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,1.0,不满意,"餐品包装严密完好, 餐品分量非常扎实, 餐品物有所值，很划算, ",喜欢就是始于颜值，忠于内在。我们会继续用美食感动你。感谢您对我们的支持。,nan,nan,nan,nan,nan
美团,2026-07-19,2026-07-19T20:54:12,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,加入回购清单，餐品分量非常扎实，an#招牌酱香辣鸭脖（有点干有嚼劲带芝麻）#好吃,感谢亲的支持，我们一定会红红火火的！,nan,nan,nan,nan,"招牌酱香辣鸭脖（有点干有嚼劲带芝麻）(特小份尝鲜约100g),单价14.8*数量1/素菜双拼【特价】小份150g/大份240g(小份-约150克,毛豆,莲藕),单价8.9*数量1/招牌卤鸭掌（麻辣带点甜哦）(特小份尝鲜2个-拼盒),单价13.9*数量1"
美团,2026-07-19,2026-07-19T11:46:33,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,味道OK，好像没之前那么辣了，毛豆，鸭脖，鸭爪都很不错,谢谢您的夸奖，我们会一直努力提供优质的服务和美味的餐点，让您有更好的用餐体验。,nan,nan,nan,nan,"三荤两素爽吃餐(2人份),单价36.9*数量1/素菜双拼【特价】小份150g/大份240g(小份-约150克,面筋,毛豆),单价8.9*数量1"
美团,2026-07-19,2026-07-19T03:15:54,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,小龙虾尾挺有嚼劲的，酱板鸭就不用多说了，依旧很好吃,能被你记住味道，是这道菜最大的荣幸。,nan,nan,nan,nan,"招牌手撕酱鸭(10个吃过，7个回头）-带骨(小份（约100g）,酱辣),单价27.8*数量1/【赠送50克毛豆】?香卤龙虾尾?-特价(1个),单价0.01*数量1/【赠送50克毛豆】?香卤龙虾尾?-特价(1个),单价2.39*数量19"
美团,2026-07-19,2026-07-19T00:17:07,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,#招牌酱板鸭（约半只-140g）【爆品经常点】#超级好吃 味道很入味 份量很足,能被你记住味道，是这道菜最大的荣幸。,nan,nan,nan,nan,"招牌酱板鸭（约半只-140g）【爆品经常点】(1人份,香辣,切),单价36.9*数量1"
美团,2026-07-18,2026-07-18T23:08:31,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,餐品分量非常扎实，餐品包装严密完好，餐品物有所值，很划算，实物跟商家描述一致，所见即所得，,谢谢亲，祝好！,nan,nan,nan,nan,"招牌酱板鸭（约半只-140g）【爆品经常点】(1人份,香辣,切),单价36.9*数量1"
美团,2026-07-18,2026-07-18T22:33:53,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,好吃,感谢你对我们“锅气”的认可！,nan,nan,nan,nan,"招牌酱板鸭（约半只-140g）【爆品经常点】(1人份,香辣,切),单价36.9*数量1"
美团,2026-07-18,2026-07-18T21:11:18,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,好吃，有嚼劲,无论春夏秋冬，我们只能都想牢牢拴住你们的胃，你们给的好评我都很喜欢,nan,nan,nan,nan,"香卤鸭脚{口味3选1（特价）}/个(1个,麻辣),单价3.99*数量1/香卤鸭脚{口味3选1（特价）}/个(1个,麻辣),单价6.99*数量5/招牌酱香辣鸭脖（有点干有嚼劲带芝麻）(小份（约158克）),单价27.8*数量1"
美团,2026-07-18,2026-07-18T17:21:31,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,加入回购清单，餐品分量非常扎实，#招牌酱香辣鸭脖（有点干有嚼劲带芝麻）#酱香好吃经常点,感谢您对我们的支持，在亲的鼓励与支持下我们会做得更加努力！欢迎亲的下次光临。,nan,nan,nan,nan,"香辣鱼豆腐(特小份尝鲜100克,微辣),单价7.9*数量1/招牌酱香辣鸭脖（有点干有嚼劲带芝麻）(特小份尝鲜约100g),单价13.8*数量1"
美团,2026-07-18,2026-07-18T16:06:04,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,不愧是煌上煌，很爱酱鸭，经常点，推荐推荐#招牌手撕酱鸭(10个吃过，7个回头）-带骨#,简单俩个字，是满满的信任，稳稳的幸福，别人拿不走，也擦不掉的成就感。我们喜欢的是您敲出的关于认可的所有字眼。祝你生活愉快每天开开心心(#^.^#),nan,nan,nan,nan,"招牌手撕酱鸭(10个吃过，7个回头）-带骨(小份（约100g）,酱辣),单价27.8*数量1/素菜双拼【特价】小份150g/大份240g(小份-约150克,毛豆,莲藕),单价8.9*数量1"
美团,2026-07-26,2026-07-26T22:23:38,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,口味是真的非常的不错 这个套餐是真的很划算 以后还会再来关顾店家生意的 给商家点个赞 太好吃啦,宇宙超级无敌会卖萌的小客服我，对你的好评表示一万分的感谢嘿，记得再来～,nan,nan,nan,nan,"半斤大米饭-250g（单点不送）(250克),单价5.99*数量1/招牌手撕酱鸭(10个吃过，7个回头）-带骨(小份（约100g）,酱辣),单价27.8*数量1/香卤鸭翅中（麻辣带点甜哦）(特小份尝鲜2个-拼盒),单价7.9*数量1"
美团,2026-07-26,2026-07-26T21:47:15,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,nan,你的支持，让我们的付出变得更有意义。,nan,nan,nan,nan,"卤味鸭心（微辣）(小份-130g),单价16.8*数量1/香卤鸭脆肠（微辣）(小份（约110克）),单价29.9*数量1"
美团,2026-07-26,2026-07-26T21:32:22,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,味道很不错，很新鲜，分量也挺足的，一行入味，也点过好几次了，感觉都很不错,茫茫食海，能遇到懂你的人不容易，感谢你懂我们的味道。,nan,nan,nan,nan,"卤鸭肫（微辣）(特小份尝鲜(2个),对半切),单价13.99*数量1/素菜双拼【特价】小份150g/大份240g(大份-约240克,面筋,豆脯干（有蒜）),单价16.9*数量1/香辣卤毛豆(特小份尝鲜100克,微辣),单价6.9*数量1"
美团,2026-07-26,2026-07-26T17:20:17,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,好吃，真不错,好评已阅，感动ing。,nan,nan,nan,nan,"卤鸭脖（微辣）(特小份尝鲜约100g),单价13.9*数量1/招牌手撕酱鸭(10个吃过，7个回头）-带骨(小份（约100g）,酱辣),单价27.8*数量1/香卤鸭翅中（微辣）(特小份尝鲜2个拼盒),单价7.9*数量1"
美团,2026-07-26,2026-07-26T17:19:40,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,和堂食买的质量一样，外包装严严实实，一层一层裹得紧紧的，让吃的人特别安心，色泽特别好，总之，非常非常非常满意，还会再来,离离原上草，好评最美好~谢谢亲的好评！,nan,nan,nan,nan,"四荤三素豪华餐(3人份),单价42.9*数量1"
美团,2026-07-26,2026-07-26T13:07:06,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,好吃，点过好几次了,谢谢好评，期待下一次为你服务。,nan,nan,nan,nan,"香卤香菇(特小份尝鲜-75g),单价6.9*数量1/【单人套餐】手撕酱鸭炒饭（300g/盒）+素菜5款任选套餐(1人份),单价33.9*数量1"
美团,2026-07-26,2026-07-26T11:04:12,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,nan,谢谢你的好评呀！爱你哟~出门在外，一定记得好好吃饭呦,nan,nan,nan,nan,"卤鸭肫（微辣）(特小份尝鲜(2个),对半切),单价13.99*数量1/新品-现切香卤牛肉（现切加辣油）(小份约100g),单价29.8*数量1"
美团,2026-07-26,2026-07-26T01:00:01,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,好吃，味道不错，就是分量少了一点，下次还会光顾,感谢您对我们的支持，在亲的鼓励与支持下我们会做得更加努力！ 欢迎亲的下次光临哦~,nan,nan,nan,nan,"香卤龙虾尾（麻辣鲜香）(特小份（100g）),单价36.9*数量1/网红柠檬去骨凤爪(酸辣-去骨)(特小份尝鲜100g),单价26.8*数量1"
美团,2026-07-25,2026-07-25T23:11:56,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,nan,喜欢您来，喜欢您再来~~,nan,nan,nan,nan,"招牌酱板鸭（约一只-280g）【爆品经常点】(280克,香辣,不切),单价73.9*数量1/百事可乐330ml(330克,冷藏),单价5.9*数量1"
美团,2026-07-25,2026-07-25T23:02:05,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,一直喜欢吃煌上煌的鸭心，吃了很多年味道一直很好,喜欢您来，喜欢您再来~~,nan,nan,nan,nan,"?门店热销-香卤鸭心（特价)/个(1个),单价1.39*数量21/素菜双拼【特价】小份150g/大份240g(小份-约150克,莲藕,毛豆),单价8.9*数量1"
美团,2026-07-25,2026-07-25T20:50:06,煌上煌酱鸭(五和店·卤味·小吃·下午茶),深圳,,,5.0,5.0,满意,太想吃酱板鸭了，点了煌上煌的，家乡的味道！#招牌酱板鸭（约一只-280g）【爆品经常点】#太爱了,爱你不是两三天，每天都会想念你的好评。,nan,nan,nan,nan,"招牌酱板鸭（约一只-280g）【爆品经常点】(280克,香辣,切),单价73.9*数量1"
